dbn,name,year,freelunch,ell,sped,asian,black,hisp,white,male,female
31R049,I S 049 BERTHA A DREYFUS                        ,2011-2012,79,9.6,26.1,12.7,41,35,10.8,51.1,48.9
31R050,PS 050 FRANK HANKINSON                          ,2011-2012,25,6.1,14.9,7.7,2.2,9.7,79.1,49.9,50.1
31R051,I S 051 EDWIN MARKHAM                           ,2011-2012,71.4,6.4,21.7,8.4,22.7,44.6,24.2,53.7,46.3
31R052,PS 052 JOHN C THOMPSON                          ,2011-2012,38.9,15.1,22.5,9.1,2.1,14.7,73.7,55.1,44.9
31R053,PS 053 BAY TERRACE                              ,2011-2012,24.2,3.4,19.5,3.4,2.2,9.5,83.7,55.7,44.3
31R054,PS 054 CHARLES W LENG                           ,2011-2012,50,9.6,15.1,35.2,6.3,23.7,33.9,49.1,50.9
31R055,PS 055 HENRY M BOEHM                            ,2011-2012,20.5,1,18.2,3.7,1.4,7.8,86,51.6,48.4
31R056,PS 56 THE LOUIS DESARIO SCHOOL                  ,2011-2012,27.8,0.5,17.8,3.5,0.9,9.5,85.3,50.6,49.4
31R057,PS 057 HUBERT H HUMPHREY                        ,2011-2012,82.6,9.4,27.4,2.9,50.5,34.3,11.3,52.2,47.8
31R058,S.S. COLUMBIA SCHOOL                            ,2011-2012,40.2,9.3,21.3,16.7,5.7,21.5,55.4,51.5,48.5
31R060,PS 060 ALICE AUSTEN                             ,2011-2012,51.3,5.2,21.6,10.6,4.8,24.9,57.9,51.2,48.8
31R061,I S 061 WILLIAM A MORRIS                        ,2011-2012,63.6,7.5,18.2,4.5,33.3,38.8,22.4,48.4,51.6
31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING  ,2011-2012,29.9,0.5,18.3,7.9,7,24.4,59.7,50.5,49.5
31R064,MCCOWN EXPEDITIONARY LEARNING SCHOOL            ,2011-2012,35.4,1,22.8,5.9,15.7,17.6,60,52,48
31R065,ACADEMY OF INNOVATIVE LEARNING                  ,2011-2012,61.1,3.1,15,4.3,32.5,27.9,32.8,50.9,49.1
31R069,PS 069 DANIEL D TOMPKINS                        ,2011-2012,43.2,4,15.6,15.4,4.8,17.2,60.9,53.4,46.6
31R072,IS 072 ROCCO LAURIE                             ,2011-2012,55.1,4.8,20.1,18.6,15.7,26.3,39,52.8,47.2
31R074,P.S. 74  FUTURE LEADERS ELEMENTARY SCHOOL       ,2011-2012,81.1,31.7,15.6,4.2,28.7,49.7,16.8,52.1,47.9
31R075,I S 075 FRANK D PAULO                           ,2011-2012,28.7,1,17.6,7.9,1.4,11,79.4,52.7,47.3
31R080,MICHAEL J. PETRIDES HIGH SCHOOL                 ,2011-2012,32.3,1.6,18.5,8.1,18.8,16.9,55.9,49.2,50.8
31R440,NEW DORP HIGH SCHOOL                            ,2011-2012,42.3,5.9,16.9,7,12.1,27.3,53.3,52.5,47.5
31R445,PORT RICHMOND HIGH SCHOOL                       ,2011-2012,53.3,5.3,20.9,6.8,30.9,37.6,24.2,54.8,45.2
31R450,CURTIS HIGH SCHOOL                              ,2011-2012,54.3,6.1,14.7,7.3,38.4,31.9,21.8,46.4,53.6
31R455,TOTTENVILLE HIGH SCHOOL                         ,2011-2012,18.4,1.4,13.9,5.4,2.1,9.9,82.1,49.6,50.4
31R460,SUSAN E. WAGNER HIGH SCHOOL                     ,2011-2012,41.4,3.4,18.8,14.6,11.3,24.1,49.4,50.8,49.2
31R470,CONCORD HIGH SCHOOL                             ,2011-2012,56.9,2.2,17.3,1.7,38,39.7,19.6,45.8,54.2
31R600,RALPH R. MCKEE CAREER AND TECHNICAL HIGH SCHOOL ,2011-2012,59.7,3.6,26.2,4.6,40.3,33.2,21.6,67.1,32.9
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL             ,2011-2012,17,0.1,0.5,31.8,1.1,5.3,61.3,57,43
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP        ,2011-2012,55.3,6.2,16.9,9.2,21.1,37.6,29.8,52.3,47.7
32K045,PS 045 HORACE E GREENE                          ,2011-2012,91.8,10.9,9.4,1.1,56.4,40.5,1,51.3,48.7
32K075,PS 075 MAYDA CORTIELLA                          ,2011-2012,80,18.4,15.5,2,18.4,77.5,2,48.8,51.2
32K086,PS 086 THE IRVINGTON                            ,2011-2012,97,24.1,12.8,3.3,2.7,90.5,3.5,50.2,49.8
32K106,PS 106 EDWARD EVERETT HALE                      ,2011-2012,96,28.1,14.8,2.2,15.5,79.3,2.6,51.2,48.8
32K116,PS 116 ELIZABETH L FARRELL                      ,2011-2012,92.6,33.3,15.3,2.5,5.2,90.4,1.9,49.7,50.3
32K123,PS 123 SUYDAM                                   ,2011-2012,95,22.6,13.9,2.2,5.7,89.9,1.3,51.9,48.1
32K145,PS 145 ANDREW JACKSON                           ,2011-2012,88.1,35.4,11.1,0.9,3.4,95.2,0.5,50.9,49.1
32K151,PS 151 LYNDON B JOHNSON                         ,2011-2012,95.5,14.9,14.4,0,25.1,72.9,2,49.4,50.6
32K162,JHS 162 THE WILLOUGHBY                          ,2011-2012,89.5,18.5,21.3,4.3,6.6,86.8,1.5,49.3,50.7
32K168,BROOKLYN SCHOOL FOR MATH AND RESEARCH           ,2011-2012,60,11.6,7,7,48.8,39.5,0,60.5,39.5
32K274,PS 274 KOSCIUSKO                                ,2011-2012,97.7,19,9.4,3.5,15.2,79.9,0.8,52,48
32K291,JHS 291 ROLAND HAYES                            ,2011-2012,94.9,26,15.7,0.5,20.7,77.9,0.3,53.7,46.3
32K296,JHS 296 THE HALSEY                              ,2011-2012,86.4,18.9,16,1,42,55.6,0.7,49,51
32K299,PS 299 THOMAS WARREN FIELD                      ,2011-2012,82,13.5,16.6,0.4,53.1,43,2,46.4,53.6
32K347,IS 347 SCHOOL OF HUMANITIES                     ,2011-2012,97.3,22,16.2,0.8,11.2,86.4,1.6,54.1,45.9
32K349,I.S. 349 MATH SCIENCE & TECH                    ,2011-2012,92.3,23.8,11.6,1.1,12.4,85.2,0.9,52.2,47.8
32K376,PS 376                                          ,2011-2012,94.9,28,10.9,0.8,8.4,89.1,1.2,48,52
32K377,PS 377 ALEJANDRINA B DEGAUTIER                  ,2011-2012,78.4,18.7,18.2,0.3,17.2,79.6,1.7,52.4,47.6
32K383,JHS 383 PHILLIPPA SCHUYLER                      ,2011-2012,52.7,0.6,5.1,5.7,62.4,29,2,44.2,55.8
32K384,PS 384 FRANCES E CARTER                         ,2011-2012,82.2,20.1,11.8,0.8,20.5,77.7,0.5,49,51
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP            ,2011-2012,88.7,32.9,17.7,0.6,21,77.1,0.8,50,50
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE_x0016_BUSHWICK     ,2011-2012,86.9,15.3,12.2,1.7,9.2,88.1,0.7,52.1,47.9
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE              ,2011-2012,75.1,18.2,18.4,0.5,28.3,68.7,1.8,48.4,51.6
32K552,ACADEMY OF URBAN PLANNING                       ,2011-2012,77.1,23.9,22.1,1.5,26.4,70.4,1,54.5,45.5
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL            ,2011-2012,81.4,2.7,4.9,5.3,12.9,79.5,1.5,52.1,47.9
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELL,2011-2012,88,18.2,18.6,0.9,21.2,77.3,0,53.2,46.8
32K564,BUSHWICK COMMUNITY HIGH SCHOOL                  ,2011-2012,81.8,5.2,9.4,0.3,35.9,61.5,1.8,44.2,55.8
